status,name,address,website,phone,email,first_name,last_name,job_title,email_verified,personal_email,contact_linkedin,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned
,"The Reno Pros | Commercial Office Renovation","4265 Weston Rd #2, North York, ON M9L 1W8, Canada",http://therenopros.ca,14165616144,info@therenopros.ca,,,,,,,4.9,58,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,https://www.instagram.com/therenopros?igsh=eWVoN3p6aGwyZ3d4,"Construction company",google,1,0,0
,"The Home Upgraders","63 Mack Ave, Scarborough, ON M1L 1M5, Canada",http://thehomeupgraders.ca/,16473711937,thehomeupgraders@gmail.com,,,,,,,5,20,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,Contractor,google,1,0,0
,"Terra Home Renovations","21 Dalmeny Rd, Thornhill, ON L3T 1M1, Canada",http://terrarenovations.ca,14168407800,webmaster@terrarenovations.ca,,,,,,,5,13,,,,,,,911,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/terrahomereno,,https://www.linkedin.com/company/terrarenovations/,,,"Home builder",google,1,0,0
,"LH Telles Contractors Inc","43D Industrial St #43, East York, ON M4G 1Y9, Canada",http://tellescontractors.com,16472055887,,,,,,,,4.9,30,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
New,"TC Home Renovation","70 William Cragg Dr, North York, ON M3M 1V2, Canada",http://tchomerenovation.com/,14379993689,,,,,,,,5,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Building restoration service",google,1,0,0
,"Swift Services","245 A Markham St, Toronto, ON M6J 2G7, Canada",http://swiftservices.ca/,16472221898,swiftserve@gmail.com,,,,,,,4.6,9,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Construction company",google,1,0,0
,"Sunnylea Homes Ltd.","2700 Dufferin St Unit 65, North York, ON M6B 4J3, Canada",http://sunnyleahomes.ca,14167895229,renovate@sunnyleahomes.ca,,,,,,,5,29,,,,,,,139,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/SunnyleaHomes/,,,https://www.youtube.com/@sunnyleahomes,https://www.instagram.com/sunnyleahomes/?hl=en,"General contractor",google,1,0,0
,"Strong Basements Inc. - Waterproofing & Underpinning Contractor","119, 660 Eglinton Ave E SUITE 525, East York, ON M4G 3K8, Canada",http://strongbasements.com,14168004295,contact@strongbasements.com,,,,,,,5,11,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Waterproofing service",google,1,0,0
,smallprojects,,http://smallprojects.ca/,16476497366,info@smallprojects.ca,,,,,,,5,8,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
New,"D Quality Home Renovation and Repairs","2175 Avenue Rd, Toronto, ON M5M 4B6, Canada",http://sites.google.com,16479144396,,,,,,,,5,1,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,Contractor,google,1,0,0
,"Servus Construction Inc.","2375 Brimley Rd Unit 3, Suite#223, Scarborough, ON M1S 3L6, Canada",http://servusconstruction.ca,14168715788,info@servusconstruction.ca,,,,,,,5,44,,,,,76,,76,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Servus-Construction-105411665084060,https://twitter.com/ServusConstruc1?fbclid=IwAR3jXtyW-D_xVfkMdKPKazviB_RnQ1gIx23dwVlBdc6XiOL2buDMfLf86JE,,,https://www.instagram.com/servusconstructioninc/,"Interior fitting contractor",google,1,0,0
,"Self Build Canada","Ruttan St, Toronto, ON M6P 3L4, Canada",http://selfbuildcanada.ca,16474956660,info@selfbuildcanada.ca,,,,,,,4.8,45,,,,,627,11,627,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/Self-Build-Canada-168933230416535,,https://www.linkedin.com/company/self-build-canada/?viewAsMember=true,,https://www.instagram.com/selfbuildcanada/,"General contractor",google,1,0,0
,"SAM Renovation and Contracting",,http://samrenovationandcontracting.com,16475107760,info@samrenovationandcontracting.com,,,,,,,4.7,14,,,,,,,44,1,0,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
New,"Ryder's Renovations Inc.",,http://rydersrenovations.ca/,14168767310,rydersrenovations@gmail.com,,,,,,,5,7,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,https://www.instagram.com/rydersrenovations/,"Construction company",google,1,0,0
,"Runnymede Home Renovations",,http://runnymederenovations.ca/,16479517020,info@runnymederenovations.ca,,,,,,,5,14,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,Contractor,google,1,0,0
,"Rostica Renovations","130 Baldwin St, Toronto, ON M5T 3K7, Canada",http://rosticarenovations.com,16478065802,contact@rosticainc.com,,,,,,,5,51,,,,,,,37,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/rosticarenovations,,,,https://www.instagram.com/rosticarenovations/,"Construction company",google,1,0,0
,"Rose Valley Renovation","43 McManus Rd, Etobicoke, ON M9P 2J9, Canada",http://rosevalleyrenovation.com,16477721999,sales@rosevalleyrenovation.com,,,,,,,4.9,42,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Bathroom remodeler",google,1,0,0
,"renoWOW! - Bathroom, Kitchen & Basement Renovation Contractor Toronto","99 Yorkville Ave Unit 200, Toronto, ON M5R 3K5, Canada",http://renowow.ca,8663521251,info@renowow.ca,,,,,,,4.5,28,,,,,222,,249,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/people/RenoWOW/100063458054883/,https://twitter.com/renowowtoronto,https://www.linkedin.com/company/renowow-/,,https://www.instagram.com/renowow.ca/,"Bathroom remodeler",google,1,0,0
New,"Renown Renovations","102A-1075 Bay St. Ste 101, Toronto, ON M5S 2B1, Canada",http://renownrenos.ca/,14168870569,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,1,0,0
,"Renovations Ca","505 Eglinton Ave W Ste.511, Toronto, ON M5N 1B1, Canada",http://renovations.ca,14163852433,info@honest-renovations.ca,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/n49ca/,,,,,Contractor,google,1,0,0
,"RM Renovation","9 Crown Hill Pl #215, Etobicoke, ON M8Y 4C5, Canada",http://renovationrm.ca,14168792717,robert.milchevich@gmail.com,,,,,,,4.9,59,,,,,102,,102,1,0,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
,"Renovation Services",,http://renovation-services.ca,8667941213,,,,,,,,5,5,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Kitchen remodeler",google,1,0,0
,"Renovate Toronto - Home Renovation Company in Toronto",,http://renovate-toronto.ca,16474641801,build@renovate-to.ca,,,,,,,4.3,6,,,,,84896,,84000,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/WixStudio,https://twitter.com/WixStudio,https://www.linkedin.com/showcase/wixstudio/product/,,https://www.instagram.com/wixstudio,Contractor,google,1,0,0
,"Reno Toronto | Home Renovation Company",,http://renotoronto.ca,16477819911,info@renotoronto.ca,,,,,,,5,5,,,,,690560,,46,1,0,0,1,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
,"Reno Rocket","255 Steeprock Dr Unit A, North York, ON M4G 0B7, Canada",http://renorocket.ca,16476886825,info@renorocket.ca,,,,,,,4.9,60,,,,,,,88,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/renorocket.ca/,,https://ca.linkedin.com/company/reno-rocket,https://www.youtube.com/channel/UCD8FjJca7hEI9j-EGswrckg,https://www.instagram.com/renorocket.ca/,"General contractor",google,1,0,0
,"Renomakers Construction",,http://renomakers.ca,16475121090,hello@renomakers.ca,,,,,,,5,42,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"General contractor",google,1,0,0
,"Renovation Experts","115, 15 Ingram Dr Suite 719, North York, ON M6M 2L7, Canada",http://renoexperts.ca,19058848585,info@renoexperts.ca,,,,,,,4.6,9,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,https://www.linkedin.com/company/renovation-basement-experts,,,"General contractor",google,1,0,0
New,"Reno and Repairs","Markham, ON L6G 0E3, Markham, ON L6G 0E3, Canada",http://Renoandrepairs.ca,6478355728,renoandrepairs4u@gmail.com,,,,,,,,,5,1,,,,,3,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Reno-and-Repairs/100088371362829/,,,,https://www.instagram.com/reno_and_repairs/,"General Contractors,Klempner & Installateur,Handwerker",yelp,1,0,0
,"Oakville Home Renovation Contractors By Red Stone Contracting","1040 Speers Rd, Oakville, ON L6L 2X4, Canada",http://redstonecontracting.com/,19059011006,info@redstonecontracting.com,,,,,,,5,132,,,,,2512,37,2500,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/redstonecontractinginc/,,,https://www.youtube.com/c/REDSTONECONTRACTING,https://www.instagram.com/redstonecontracting/,"General contractor",google,1,1,0
,"Redeemer Home Renovations","153 Shropshire Dr, Scarborough, ON M1P 1Z6, Canada",http://redeemerhomerenovations.com,16477031859,info@redeemerhomerenovations.com,,,,,,,5,21,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,https://www.instagram.com/redeemerrenovations,"Construction company",google,1,0,0
,"Pro Finish Renovations Inc","125 Blue Jays Way Unit 1607, Toronto, ON M5V 0N5, Canada",http://profinishrenovationsinc.ca,14374213909,support@webador.com,,,,,,,5,21,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,https://instagram.com/profinishreno.inc,"Construction company",google,1,0,0
,"Prime Repair Services",,http://primerepairservices.ca,16474240490,info@primerepairservices.ca,,,,,,,4.7,12,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,Handyman/Handywoman/Handyperson,google,1,0,0
,"Perfect Group Construction","Toronto, ON M1J 0A1, Toronto, ON M1J 0A1, Canada",http://perfectgc.ca,4374502773,info@perfectgc.ca,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/people/Perfect-Group-Contracting/61579105833528,,,,https://www.instagram.com,"General Contractors",yelp,1,0,0
,"Oriel Renovations","294 Garden Ave, Toronto, ON M6R 1J4, Canada",http://orielrenovations.com,14162362277,info@orielrenovations.com,,,,,,,4.9,32,,,,,151,,160,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/orielrenovations/,,,,https://www.instagram.com/oriel_renovations/,"General contractor",google,1,0,0
,"North Toronto Renovations Inc.",,http://ntreno.com,14164174777,info@ntreno.com,,,,,,,5,21,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,https://www.linkedin.com/company/north-toronto-renovations-inc-,,,"General contractor",google,1,0,0
,"Toronto Home Painters & Gardeners","197 Wellesley St E, Toronto, ON M4X 1E9, Canada",http://myhomeandgarden.ca/,14165197804,freestimate@myhomeandgarden.ca,,,,,,,5,107,,,,,,,120,1,1,0,0,0,0,0,1,1,1,,,,,,Painting,google,1,0,0
New,"24/7 On-Call Emergency Repair - Handyman & Repair Services","24 Howard St, Toronto, ON M4X 1J7, Canada",http://myconcept.ca/,16474440038,,,,,,,,4.8,16,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Handyman/Handywoman/Handyperson,google,1,0,0
,"Moors Construction Inc.","500 Wilson Ave, North York, ON M3H 5Y9, Canada",http://moorsconstruction.ca,14168223780,info@moorsconstruction.ca,,,,,,,4.5,11,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,Handyman/Handywoman/Handyperson,google,1,0,0
,"👷 Mr General Contractor & Renovations Toronto","11 Brunel Ct Unit 4709, Toronto, ON M5V 3Y3, Canada",http://mistercontractor.ca,16472518320,info@mistercontractor.ca,,,,,,,4.7,88,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/mistercontractorcanada/,https://twitter.com/Mrcontractorca,,https://www.youtube.com/channel/UCwrP-HtyVJNz7-F6wO1jjPw,https://www.instagram.com/mistercontractorcanada/,"General contractor",google,1,0,0
,"Merit Kitchen Bathroom Reno",,http://meritreno.ca,16476978473,info@meritreno.ca,,,,,,,5,92,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Water damage restoration service",google,1,0,0
,"MB Home Reno","127 Carrington Dr, Richmond Hill, ON L4C 7Y9, Canada",http://mbhomereno.com,14167041917,info@mbhomereno.com,,,,,,,5,108,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,https://www.youtube.com/@HomeRenoCanada,https://www.instagram.com/mbhomerenos/,"Construction company",google,1,0,0
,"Mak 7even Renovations","14 Foundry Ave #216, Toronto, ON M6H 0A8, Canada",http://mak7ltd.com,14379710790,mak7ltd@gmail.com,,,,,,,4.8,47,,,,,224,,224,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/mak7ltd,,https://www.linkedin.com/company/71741608,,https://www.instagram.com/mak7renovations/,"General contractor",google,1,0,0
,"Luxe Home Renovation","775 Steeles Ave W, North York, ON M2R 2S8, Canada",http://luxehomereno.com,16478387576,info@luxehomereno.com,,,,,,,4.9,47,,,,,124,,125,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/luxehomereno,,,,https://www.instagram.com/luxehomereno/,"Construction company",google,1,0,0
,"Limitless Build Contracting",,http://limitlessbuildcontracting.com,16477008241,info@limitlessbuildcontracting.com,,,,,,,5,37,,,,,10,,10,1,1,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/limitless_build_contracting/?hl=en,"General contractor",google,1,0,0
,"Lewis Kitchen and Bath","22 Shallmar Boulevard, Toronto, ON M5N 2Z8",http://lewiskitchenandbath.ca,6473611278,jbernstein95@yahoo.com,,,,,,,,,1,1,,,73,,72,1,0,1,0,0,0,0,1,1,1,https://www.facebook.com/torontoremodeler,,,,https://www.instagram.com/lewiskitchenandbath/,"General Contractors",yelp,1,0,0
,"Lazut Construction Company","1 Edgewater Dr, Toronto, ON M5A 0L1, Canada",http://lazut.ca/,14165700403,info@lazut.ca,,,,,,,5,3,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,https://www.linkedin.com/company/lazutinc,,https://www.instagram.com/lazutco,"Construction company",google,1,0,0
,"Lakeside Renovations","2885 Bayview Ave, North York, ON M2K 0A3, Canada",http://lakesiderenovations.ca,16475712352,lindaavdi@gmail.com,,,,,,,5,24,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,https://www.instagram.com/lakeside.renovations/,"Construction company",google,1,0,0
,"Kristal Renovations","4548 Dufferin St #102, North York, ON M3J 2C7, Canada",http://kristalrenovations.com,14378497576,info@kristalrenovations.com,,,,,,,5,55,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"General contractor",google,1,0,0
,"JNS Construction","384 Yonge St Unit 33, Toronto, ON M5G 2K2, Canada",http://jnsconstruction.co/,16474998053,info@jnsconstruction.ca,,,,,,,5,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,1,0,0
,"Johnston Home Improvements",,http://jhireno.ca,16477046243,renowithjhi@gmail.com,,,,,,,5,70,,,,,,,46,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/wix,,,,https://www.instagram.com/wix,Handyman/Handywoman/Handyperson,google,1,0,0
,"Impetus Home Services","55 Glengowan Rd, Toronto, ON M4N 1G3, Canada",http://impetushomeservices.ca,14164883096,sam@impetushomeservices.ca,,,,,,,5,10,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
,"HRS Services (Home Renovation Specialists)","48 Plaxton Dr, East York, ON M4B 2R1, Canada",http://hrsservices.ca,16478842929,,,,,,,,5,15,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,Contractor,google,1,0,0
,"HP RENOVATIONS","100 St Regis Crescent S Unit 5, North York, ON M3J 1Y8, Canada",http://hprenovations.com,14168388103,info@hprenovations.com,,,,,,,4.5,15,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Hp-Renovations-804451356346026/,,,,https://www.instagram.com/hp.renovations/?igsh=ajJiOHF6cGp1eDhw&utm_source=qr,Contractor,google,1,0,0
,"Homi Renovation",,http://homireno.com,16475260178,info@homireno.com,,,,,,,5,14,,,,,,,2,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/Homireno,,,,,"General contractor",google,1,0,0
,"Homeview Reno Toronto",,http://homeviewreno.ca,16477402707,homeviewtoronto@gmail.com,,,,,,,4.9,50,,,,,,,24,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/homeviewreno,,,,https://www.instagram.com/homeviewreno?igsh=em0xdmZ0MDZpcDBk,"Dry wall contractor",google,1,0,0
New,"Home Town Construction Ltd 宏通装修","560 Denison St Unit 3, Markham, ON L3R 2M8, Canada",http://hometown-construction.ca/,14168908667,info@hometown-construction.ca,,,,,,,4.8,35,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"Construction company",google,1,0,0
,"Home Reno Toronto",,http://homerenotoronto.ca,16476938905,info@homerenotoronto.ca,,,,,,,5,5,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,Contractor,google,1,0,0
New,"HomePro Repairs & Renovations",,http://homepro-co.ca,14164731113,,,,,,,,5,4,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/people/HPRR-Corp/61565552946813/#,,,,https://www.instagram.com/homepro.repairs.renos/,"Home builder",google,1,0,0
,"The Home Improvement People Inc.","1120 Castlefield Ave, York, ON M6B 1E9, Canada",http://homeimprovementpeople.com,14167827605,hello@homeimprovementpeople.com,,,,,,,4.5,104,,,,,,,,1,1,0,0,0,0,0,1,1,1,,https://twitter.com/share?url=https://www.homeimprovementpeople.com/kitchen-cabinet-refacing-vs-replacement/,https://www.linkedin.com/shareArticle?mini=true&url=https://www.homeimprovementpeople.com/kitchen-cabinet-refacing-vs-replacement/&title=Kitchen%20Cabinet%20Refacing%20vs.%20Replacement%3A%20Cost%2C%20Lifespan%20and%20Best%20Choice,,,"General contractor",google,1,0,0
,"Homefront Builders Inc.","Bering Ave, Etobicoke, ON M8Z 3B1, Canada",http://homefrontbuilders.ca/,16477008340,info@homefrontbuilders.ca,,,,,,,5,40,,,,,,,207,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/homefrontbuildersinc,,,https://www.youtube.com/@homefrontbuilders,https://www.instagram.com/homefrontbuilders/,"Construction company",google,1,0,0
New,"Home Additions","109 Fernstaff Ct, Vaughan, ON L4K 3M1, Canada",http://homeadditions.ca/,16472774577,homeadditions@gmail.com,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"General contractor",google,1,0,0
,"GR General Renovation","11 Foundry Ave, Toronto, ON M6H 0B7, Canada",http://gr-generalrenovation.com,16479759471,gr-generalrenovation@mail.com,,,,,,,4.8,21,,,,,678608,,46,1,0,0,1,0,0,0,1,1,0,https://www.facebook.com/wix,https://www.twitter.com/Wix,,https://www.youtube.com/user/Wix,,"General contractor",google,1,0,0
New,"Golden Bee Homes","3095 Dufferin St, North York, ON M6A 0C3, Canada",http://goldenbeehomes.com,14164958282,info@goldenbeehomes.com,,,,,,,4.9,54,,,,,,21,647,1,1,0,1,0,0,0,1,1,1,https://www.facebook.com/goldenbeehomes,,https://www.linkedin.com/company/golden-bee-homes-inc./,,https://www.instagram.com/golden_bee_homes/,"General contractor",google,1,0,0
,"DLV Full Home Renovation","81 Navy Wharf Ct #2809, Toronto, ON M5V 3M5, Canada",http://fullhomerenovation.ca,16475813152,info@fullhomerenovation.ca,,,,,,,5,9,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,Contractor,google,1,0,0
,"Fix My Bathroom – Bathroom Renovations & Remodeling",,http://fixmybathroom.ca/,16475843351,info@fixmybathroom.ca,,,,,,,5,15,,,,,4542,,4700,0,0,0,0,0,0,0,0,1,0,,,,,,"Bathroom remodeler",google,1,0,0
New,"Fix It Females","397 Donlands Ave Unit 107B, East York, ON M4C 1M3, Canada",http://fixitfemales.com,16475377822,info@fixitfemales.com,,,,,,,4.4,99,,,,,,15,84000,1,1,0,1,0,0,0,1,1,1,https://www.facebook.com/fixitfemales/,,https://www.linkedin.com/company/fix-it-females-inc,,,"General contractor",google,1,0,0
,"First Place Homes","24 Glen Davis Crescent, Toronto, ON M4E 1X5, Canada",http://firstplacehomes.ca,14164894083,harvey@firstplacehomes.ca,,,,,,,5,14,,,,,,,,1,1,1,0,0,0,0,0,1,0,,,,,https://www.instagram.com/firstplace_homes/,"General contractor",google,1,0,0
,"Mike the Downtown Handyman","1163 m Lansdowne Ave, Toronto, ON M6H 3Z7, Canada",http://finch-crane-granite-maple.grok.me,,info@voyagemovingcompany.ca,,,,,,,4.9,69,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,Handyman/Handywoman/Handyperson,google,1,0,0
,"Extron Electric & Plumbing Ltd",,http://extron.ca/,14168056144,,,,,,,,5,465,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,Electrician,google,1,0,0
,"Elite Construction And Renovations","64 Ferncroft Dr, Scarborough, ON M1N 2X4, Canada",http://elite-construction.ca,14168888417,info@elite-construction.ca,,,,,,,4.9,18,,,,,1419,,1400,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/EliteConstructionandRenovations/,https://twitter.com/elite_construct,https://ca.linkedin.com/company/elite-construction-and-renovations,,https://www.instagram.com/elite_construction/,"General contractor",google,1,0,0
,"Elevate Home Renovation Toronto | Kitchen Basement Bathroom Renovation","2300 Yonge St, Toronto, ON M4P 1E4, Canada",http://elevatehomerenovation.com,16474924115,info@elevatehomerenovation.com,,,,,,,5,50,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
,"Element Home Solutions",,http://elementhomesolutions.ca,16476499404,info@element-hvac.com,,,,,,,5,56,,,,,2125,,2100,0,0,0,1,0,0,0,0,1,0,,,,,,"Construction company",google,1,0,0
,"Eden Homes Contracting Services Inc",,http://edenhomescontracting.ca/,16478027140,contact@edenhomescontracting.ca,,,,,,,4.9,40,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/edenhomescontracting/,,https://www.linkedin.com/in/eden-homes-contracting-services-inc-217575215/,,https://www.instagram.com/edenhomescontracting/,"Custom home builder",google,1,1,0
,"Easy Bathroom Renovation Toronto","2 St Clair Ave W 18th floor, Toronto, ON M4V 1L5, Canada",http://easybathroom.ca,14167475996,info@easyrenovation.ca,,,,,,,5,105,,,,,1146,,1100,0,0,0,1,0,0,0,1,1,0,,,,,,"Bathroom remodeler",google,1,0,0
New,"Easy Basements",,http://easybasements.ca/,16478709565,easybasements@gmail.com,,,,,,,5,30,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,https://www.youtube.com/channel/UCxcUEh25_LREz76CehphKGw,https://www.instagram.com/easybasements/,"Construction company",google,1,0,0
,"DT Home Reno","1920 Yonge St #266, Toronto, ON M4S 3E2, Canada",http://dtrenovation.ca/,16479315304,hello@dtrenovation.ca,,,,,,,4.2,5,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,https://www.youtube.com/@DTHomeRenovationGroup/videos,,Remodeler,google,1,0,0
,"DRM Projects",,http://drmprojects.ca/,16472043983,david@drmprojects.com,,,,,,,5,9,,,,,,,5,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/people/DRM-Projects/61584350729936/,,,,https://www.instagram.com/drmprojectsinc,Contractor,google,1,0,0
,"DOT Renovation",,http://dotreno.ca/,14168396108,info@dotreno.ca,,,,,,,4.9,71,,,,,,,244,1,1,1,0,0,0,0,0,1,1,,,,,,"Construction company",google,1,0,0
,"Dar Renovations","Richmond Hill, ON L3T 4A5, Canada",http://darrenovations.com/,14167236027,darrenovations.com@wix-domains.com,,,,,,,5,35,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/darrenovations/,,,,https://www.instagram.com/dar.renovations/,"Bathroom remodeler",google,1,0,0
New,"CRM Renovation Group","343 Clark Ave W, Vaughan, ON L4J 7K5, Canada",http://crmrenovations.com,16472485610,crmrenovationgroup@gmail.com,,,,,,,5,45,,,,,,,22,1,0,0,0,0,0,0,0,1,0,https://www.facebook.com/61582668957533/,,,,https://www.instagram.com/crm_renovation_group/,"General contractor",google,1,0,0
,Cheemacustomhomes,"140 Yonge St, Toronto, ON M5C 1X6, Canada",http://cheemacustomhomes.ca,14165229039,theratio_interior@mail.com,,,,,,,4.8,11,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,1,0,0
,"CD Flood & Sewer Water Damage Cleanup","77 Bloor St W #636, Toronto, ON M5S 1M2, Canada",http://cdrenovationsgroup.ca/,16473702405,info@cdrenovationsgroup.ca,,,,,,,5,397,,,,,,,8,1,0,1,0,0,0,0,1,1,1,https://www.facebook.com/people/CD-Home-Renovations-Group/100095326429890/,,https://www.linkedin.com/company/cd-home-renovations-group,https://www.youtube.com/@CDHomeRenovations/videos,,"Water damage restoration service",google,1,0,0
,"Canadian Renovator & Technical Services Inc.","43 Thorncliffe Park Dr #307, East York, ON M4H 1J4, Canada",http://canadae.ca,14167312445,info@canadae.ca,,,,,,,5,282,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,Handyman/Handywoman/Handyperson,google,1,0,0
,"BuilDMaker Renovations","705 King St W, Toronto, ON M5V 2W8, Canada",http://buildmaker.ca,14373454839,buildmaker.ca@gmail.com,,,,,,,4.9,31,,,,,73,,69,1,1,1,0,0,0,0,1,1,0,https://www.facebook.com/buildmakerenovations/,,,https://youtube.com,https://instagram.com,"Tile contractor",google,1,0,0
,"Browne's Contracting","Hamghlin Building, 832 Bay St., Toronto, ON M5S 1Z6, Canada",http://brownescontracting.com,16472101368,info@brownescontracting.com,,,,,,,4.9,44,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/brownescontracting1/?__d=1%2B,"Masonry contractor",google,1,0,0
,"The British Builder",,http://britishbuilder.ca,14379009749,info@britishbuilder.ca,,,,,,,5,21,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,https://www.instagram.com/britishbuilder/,"General contractor",google,1,0,0
,"Blue Mahoe Design and Build","31 Princess St, Toronto, ON M5A 4P4, Canada",http://blue-mahoe.ca,16478072889,bluemahoedesign@gmail.com,,,,,,,5,47,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Home builder",google,1,0,0
New,"Bloor Homes","30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",http://bloorhomes.ca/,16474991090,info@bloorhomes.ca,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/bloorhomes.ca/?hl=en,"Custom home builder",google,1,0,0
,"Bestway Home Renovation","111 Strachan Ave Unit 2, Toronto, ON M6J 2S7, Canada",http://bestwayhomerenovations.com,16479880677,contact@bestwayhomerenovations.com,,,,,,,5,16,,,,,,,,1,0,1,0,0,0,0,1,0,1,,,,,,Contractor,google,1,0,0
,"Benjamin Creative Renovations Ltd.",,http://benjaminreno.ca/,15195044543,info@benjaminreno.ca,,,,,,,5,2,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Kitchen remodeler",google,1,0,0
New,"The Beaches Home Reno Pro's","2036 Queen St E Unit 226, Toronto, ON M4L 1J4, Canada",http://beachespros.ca/,14374282749,,,,,,,,5,12,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"General contractor",google,1,0,0
