status,name,address,website,phone,email,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned
,"ANS Transmission","49-175 Toryork Dr, North York, ON M9L 2Y7",http://anstransmission.com/,6478468773,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Transmission",yellowpages-ca,1,0,0
,"ALPHASHINE | Car Detailing","55 Avenue Rd, Toronto, ON M5R 3L2, Canada",http://alphashine.io,16472492960,info@alphashine.io,4.9,772,,,,,362,92,362,1,1,1,1,0,0,0,1,1,0,https://www.facebook.com/alphashine.io,https://twitter.com/ALPHASHINE_IO,https://www.linkedin.com/company/alphashine/mycompany/,https://www.youtube.com/@alphashine-to,https://www.instagram.com/alphashine.io/,"Car detailing service",google,1,0,0
,"Alpha Auto Tech","655 Queensway East, Mississauga, ON L5A 3X6",http://alphaautotech.com/,9058969989,alphaautotech6@gmail.com,4.5,83,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"Toryork Auto Service & Sales","50-175 Toryork Dr, North York, ON M9L 2Y7",http://allianceauto.ca/,4167496597,socialmedia@plesk.com,,,,,,,66175,,66000,1,0,0,0,0,0,0,0,0,0,https://www.facebook.com/Plesk,,,https://www.youtube.com/channel/UCeU-_6YHGQFcVSHLbEXLNlA/playlists,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"All-Type Transmission","144 Sixteenth St, Etobicoke, ON M8V 3K1",http://all-typetransmission.ca/,4162558118,,4.5,52,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Oil Changes & Lubrication Service",yellowpages-ca,1,1,0
,"Alfa Romeo of Toronto","550 Adelaide St E, Toronto, ON M5A 3Y7, Canada",http://alfaromeooftoronto.ca,14169151400,sbiris@alfamaseratitoronto.ca,4.9,195,,,,,305,45,305,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/AlfaToronto,,,,https://www.instagram.com/alfamaseratitoronto/,"Alfa Romeo dealer",google,1,0,0
,"Nordiq Traders","1-153 Norfinch Dr, North York, ON M3N 1Y2",http://ajtireandautorepaircentre.webs.com/,4166505554,inquiries@webs.com,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"Cabi's Auto Repair","346 Eastern Ave, Toronto, ON M4M 3G5, Canada",http://ahwaiauto.com,14164620404,contact@ahwaiauto.com,4.2,48,,,,,,,113,1,1,1,0,0,0,0,1,1,1,,,,,,"Auto repair shop",google,1,0,0
,"Ah Wai Auto car Inspection Centre","346 Eastern Ave, Toronto, ON M4M 3G5, Canada",http://ahwaiauto.com,14167780185,akrem@ahwaiauto.com,4.3,214,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"Auto repair shop",google,1,0,0
,"Add Cel Ltd","1075 Fewster Dr, Mississauga, ON L4W 1A2",http://addcelmotors.com/,9056026999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Tier 1 Auto & Exhaust","4200 Weston Rd, North York, ON M9L 1W7",http://adams.mechanicnet.com/,4167499344,sales@mechanicnet.com,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Adams Service Centre","4200 Weston Rd, North York, ON M9L 1W7",http://adams.mechanicnet.com/,4167499344,mullaneys@mechanicnet.com,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Adam Auto Centre","4 Elrose Ave, North York, ON M9M 2H6",http://adam-auto-centre.on.ontariox.com/,4167476568,,4.9,40,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"Action Auto Glass","1300 Shawson Dr, Mississauga ON L4W 1C3",http://actionautoglass.ca/Home.aspx,19055640976,service@actionautoglass.ca,4.9,35,,,,,,,,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/serviceactionautoglss/,,,,,"Auto glass service",bing,1,0,0
,"Accurate Auto Repair","5900 Dixie Rd, Mississauga, ON L4W 1E9",http://accurateauto.ca/,9057959394,info@accurateauto.ca,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/share/iKweJ4SfYWnHz8Z3/?mibextid=WC7FNe,,,Https://www.youtube.com/watch?v=c2pz2mlSfXA,https://www.instagram.com/accurateautorepair/,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,1,0
,"A & A Garage","111 Strachan Ave #2, Toronto, ON M6J 2S7, Canada",http://aatorontomechanic.ca,14167037038,asa.cars1@gmail.com,3.6,261,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,Mechanic,google,1,0,0
,"A&I Automotive Inc","741A Runnymede Rd, Toronto, ON M6N 3V7, Canada",http://aandiauto.ca/,14167609994,aandiautomotive@gmail.com,5,148,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,https://www.instagram.com/reel/C6_7XE9usz3/,"Car repair and maintenance service",google,1,0,0
,"A & A Auto Clinic","1202 Woodbine Ave, East York, ON M4C 4E3, Canada",http://aaautoclinic.wixsite.com/home,14164239225,aaautoclinic@hotmail.com,4.8,51,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Auto repair shop",google,1,0,0
,51.ca,"50 Acadia Ave, Markham, ON L3R 0B3",http://51.ca/,9059401751,support@51.ca,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,https://engine.wuyou.ca/cl.php?bid=3945&zid=1503&sig=c42bab622781a68d092bbabe3e0dc647cdf788e7278f93efc6b99c0cd55df01d&dest=https%3A%2F%2Fwww.youtube.com%2Fshorts%2Fe-FyFMit5PY,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"2K Wheels Mobile","49 Spadina Ave., Toronto, ON M5V 0K3, Canada",http://2kwheels.ca/,16475517682,,,,,,,,399,,399,1,0,0,1,0,0,0,1,1,0,https://www.facebook.com/1459367310844855,,,https://www.youtube.com/krishanthkarthigaipalan,https://www.instagram.com/2kwheels,"Car detailing service",google,1,0,0
,"24/7 Auto Group - High Park Auto Centre","1709 Dundas St W, Toronto, ON M6K 1V4, Canada",http://247autogroup.com,8666669888,info@247autogroup.com,4.8,18,,,,,,,46,1,0,0,1,0,0,0,1,1,0,https://www.facebook.com/wix,https://www.twitter.com/wix,https://www.linkedin.com/company/wix-com,,https://www.instagram.com/wix,"Car repair and maintenance service",google,1,0,0
,"1 stop auto repair shop","106 Crockford Blvd, Scarborough, ON M1R 3C3, Canada",http://1stopautorepairshop.com,16478342313,,4.8,99,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Auto repair shop",google,1,0,0
,"First Choice Auto Repair & Body Shop","1765 Shawson Drive Mississauga, ON L4W 1N8",http://1stchoiceauto.ca,9056701400,info@1stchoiceauto.ca,4.3,114,5,1,,,,,2,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/people/1st-Choice-Auto-Repair-Towing/100086578056718/,https://twitter.com/1stchoiceauto,,,https://www.instagram.com/1stchoiceautoshawson/,"Auto Repair,Body Shops,Towing",yelp,1,1,0
,"GL Auto Repair","2050 Steeles Ave W unit#8, Vaughan, ON L4K 2V1, Canada",http://19099auto.wixsite.com,19056602242,,4.9,76,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Auto repair shop",google,1,0,0
,"MANO'S AUTO REPAIRS","28 Melanie Dr, Brampton ON L6T 4H7",,19057992700,,4.6,10,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto repair",bing,,0,0
,"Cars Magazine","451 Attwell Dr, Etobicoke, ON M9W 5C4",,4166145814,peter@turnkey.media,,,,,5,21,974,,969,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/myCARSmagazine/,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Om-Kar Auto Sales & Service","1270 Matheson Blvd E, Mississauga, ON L4W 1R2",,9052061286,,4.3,146,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/991783467657522,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Top Line Auto Repair","1-2320 Dixie Rd, Mississauga, ON L4Y 1Z4",,9053060763,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/213887702319326,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,,0,0
,"Happy Car Care Centre Inc","4200 Weston Road, North York, ON M9L 1W7",,6473512283,,,,,,,,3,,3,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/Happy-Car-Care-Centre-Inc-263178974020419/,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,,0,0
,"Aj Motors Inc.","106 Select Ave, Scarborough, ON M1V 4A7",,4167250052,,,,,,,,56,3,56,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/SivaSella27/,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Ai Automotive Inc","741 Runnymede Rd, Toronto, ON M6N 3V7",,4167609994,,,,,,,,955,21,955,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/AI-Automotive-Inc-364048763611100/,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,,0,0
,"G & R Automotive & Machine Shop Service","151 Toryork Dr, North York, ON M9L 1X9",,4167093535,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/425505197867512,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Mulhall's Service Centre","278 Old Kingston Rd, Scarborough, ON M1C 1B5",,4162825731,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/126168044838203,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages,Car Brake Service",yellowpages-ca,,0,0
,"Mike's Auto Repair","153 Thirtieth St, Etobicoke, ON M8W 3C3, Canada",,16472348232,,4.7,140,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto repair shop",google,,0,0
,"Shalmar Auto Service","5 Boyd Ave, York, ON M9N 2C6",,4166044192,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1048330575224005,,,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Mig Automotive Diagnostic And Repair Inc","7-1769 Britannia Rd E, Mississauga, ON L4W 4E2",,9055655560,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/213906795652821,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Tevo Creations Canada Inc","25-2899 Steeles Ave W, North York, ON M3J 3A1",,6479146246,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Omega Auto","2349 St Clair Ave W, Toronto, ON M6N 1K9",,4167634441,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/213135639064370,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Auto Service","86 Melford Dr, Scarborough, ON M1B 2X7",,6472979809,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/164411654254859,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Car Repair & Service",yellowpages-ca,,0,0
,"La Autobody","2305 Markham Rd, Scarborough, ON M1B 2W3",,4167542886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/316046488880960,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Body Repair & Painting Shops",yellowpages-ca,,0,0
,"Sherway Auto Care Ltd","155 Norfinch Dr, North York, ON M3N 1Y2",,4168494357,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/586950534803765,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Yung's Auto Service","221 Bethridge Rd, Etobicoke, ON M9W 1N4",,4167438265,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"A Alromany Automotive","1400 Aimco, Mississauga, ON L4W 1B2",,9052190020,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Power Cup Auto","3891 Keele St, North York, ON M3J 1N6",,4168403337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1114034358620064,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Suhail Auto","51 Biscayne Blvd, Scarborough, ON M1R 1A1",,4167010010,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/101037907358995,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,,0,0
,"Canadian Auto Repair Center","2 Racine Rd, Etobicoke, ON M9W 2Z1",,4167467107,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Ortis Automotive Centre","400 Weston Rd, York, ON M6N 3R2",,4167695101,,4.4,51,,,,3,3,1,3,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/176637639178230,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Morlinpump & Motor Repairs","80 Barbados Blvd, Scarborough, ON M1J 1K9",,4167514111,,3.7,3,,,,,,,,0,0,0,0,0,0,0,0,1,0,http://www.facebook.com/849294795176940,,,,,"Auto Repair Garages,Pump Repair & Installation",yellowpages-ca,,0,0
,"Orshalim Auto Services","37-4000 Steeles Ave W, Woodbridge, ON L4L 4V9",,9052662050,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/621503778007981,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Burraq Auto Inc","2877 14th Ave #20, Markham, ON L3R 5H8",,9059478077,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Interscope Automotive","1205 Fewster Dr, Mississauga, ON L4W 1A2",,9056251062,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/122496818540514,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,Mekanico,"1744 Meyerside Dr, Mississauga, ON L5T 1A3",,9056709045,trinaa1991@hotmail.com,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/n.mautomotive/,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"United Star Auto Inc","94 Kenhar Dr, North York, ON M9L 1N2",,4167412521,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/619962938153519,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Ground Zero Auto Centre","5310 Finch Ave E, Scarborough, ON M1S 5E8",,4162975559,groundzeropac@gmail.com,,,,,,,79,12,79,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/285309094977731,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Greenlane Auto Services","2877 14th, Markham, ON L3R 5H8",,9054751575,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Crankshaft Service &amp; Supply","39 Advance Rd, Etobicoke, ON M8Z 2S6",,4165372529,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1150943714956187,,,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Kartex Auto","1085 Dundas St E, Mississauga, ON L4Y 2B9",,9052771421,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/733824636754639,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,,0,0
,"A EM Auto Service","175 Toryork Dr, North York, ON M9L 2Y7",,4167456678,,4.6,18,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1020047321422601,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,,0,0
,"Gta Truck & Trailer Repair","1850 Britannia Rd E, Mississauga, ON L4W 1J3",,9056960947,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/220556184978670,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"B & M Collision Zone","5916 Shawson Dr, Mississauga, ON L4W 3W5",,9056708740,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/216321515167146,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Body Repair & Painting Shops",yellowpages-ca,,0,0
,"369 Auto Service","750 Oakdale Rd, North York, ON M3N 2Z4",,4167423200,,4.8,69,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/460807047290502,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Globe Auto Electric","101A Freshway Dr, Concord, ON L4K 1R9",,9057615854,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/646419295690875,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Ramco Motors & Sons Auto Repairs","17-260 Midwest Rd, Scarborough, ON M1P 3B4",,4167553755,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/216714028870347,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"J N S Auto Sales Ltd","175 Toryork Dr, North York, ON M9L 2Y7",,4167487117,,5,4,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/149880075407418,,,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Auto Repair","North York, ON",,6479653690,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Leprecon Automotive Reconditioning","3-219 Connie Cres, Vaughan, ON L4K 1L4",,4167204816,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/94617,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Diluccio Enterprises","1460 Castlefield Ave, Rear, York, ON M6M 1Y7",,4166515596,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/138497580196391,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages,New Car Dealers",yellowpages-ca,,0,0
,"Technos Automotive Inc","1253 Kennedy Rd, Scarborough, ON M1P 2L4",,4162858066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/134342410773551,,,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Jk Choice Auto Inc","16-120 Manville Rd, Scarborough, ON M1L 4J5",,6475888398,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/566496470366537,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"New Car Dealers",yellowpages-ca,,0,0
,"Express Car Rentals","5869 Airport Rd, Mississauga, ON L4V 1C9",,4166740777,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/630872543726653,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Philcan Motors","1790 Meyerside Dr, Mississauga, ON L5T 1B4",,9057950318,philcanmotors@yahoo.ca,4.8,37,,,,,117,8,117,0,1,0,0,0,0,0,0,1,0,http://www.facebook.com/1449239285160540,https://twitter.com/,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"S P Auto Repairs Ltd","2901 Steeles Ave W, North York, ON M3J 3A5",,4166618088,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/pages/S-P-Auto-Repairs-Ltd/655528284633639,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,,0,0
,"Alpina Auto Service","5-155 Milvan Dr, North York, ON M9L 1Z8",,6472892682,,,,,,,,59,4,59,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/Alpina-auto-service-840491646023782/,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Auto Affair Auto Spa","190 Millway Ave, Vaughan, ON L4K 3W4",,9057260230,autoaffair.auto.spa@gmail.com,,8,,,,,99,,99,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/AutoAffair.Auto.Spa/?ref=bookmarks,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Car Repair & Service,Car Detailing",yellowpages-ca,,0,0
,"JJ's Auto Service","1160 Crestlawn Dr, Mississauga, ON L4W 2Z8",,9056251037,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1861391910839742,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"CZS Auto Repair","175 Toryork Dr, North York, ON M9L 2Y7",,4167443944,,5,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1153807561413220,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Dublin Auto Repairs","717 Runnymede Rd, Toronto, ON M6N 3V6",,4167626127,ndublinauto@rogers.com,4.9,99,,,5,11,233,6,233,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/dublinautorepairstoronto/,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Avi's Car Svc","1-30 Capstan Gate, Concord, ON L4K 3E8",,9057389961,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/129295561190503,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Tvc Matrix.Bern","210 Woolner Ave, York, ON M6N 1Y5",,3657775284,bernherm001@gmail.com,,,,,,,17,12,17,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/TVCbernie/,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Kamgar Auto Mechanic",,,14168280666,,4.7,38,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,https://www.linkedin.com/company/itbmc,,https://www.instagram.com/kamgarautomechanic%3Figsh%3Dbm40MDJrNG9sN3c0,Mechanic,google,,0,0
,"Profix Auto Collision","1180 Crestlawn Dr, Mississauga, ON L4W 1A6",,9056240770,,3.7,164,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1640907162651532,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Body Repair & Painting Shops",yellowpages-ca,,0,0
,"Finch Car Clinic","20-2420 Finch Ave W, North York, ON M9M 2E2",,4167443600,,,,,,,1,7,6,7,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/pages/Finch-Car-Clinic/158128331007020,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Motorama Auto Parts - Parts City Auto Parts","2020 Ellesmere Rd, Unit 13, Scarborough, ON M1H 2Z8",,6473508989,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Ron Auto Services","172 Toryork Dr, North York, ON M9L 1X8",,4167482828,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/599447073551088,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"F F Repair Shop","21-230 Hanlan Rd, Woodbridge, ON L4L 3P6",,9052660204,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/1681157922149070,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Just Alignment And Tire Center","155 Milvan Dr, North York, ON M9L 1Z8",,4167449120,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/790894604403674,,,,,"Auto Repair Garages,Wheel Alignment, Frame & Axle Services",yellowpages-ca,,0,0
,"Expert Auto Repairs And Tire Craft Inc","12 LePageCrt, North York, ON M3J 1Z9",,4166335050,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Chrisdel Auto Repair","4659 Kingston Rd, Scarborough, ON M1E 2P8",,6473895820,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/158802154527766,,https://www.linkedin.com/company/_____-endeavors-arts-and-events-by-rachel-wright,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Edwin's Auto","789 Arrow Rd, North York, ON M9M 2L4",,4167499909,,4.9,77,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/164386706931551,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Tld Auto Repair","1783 Mattawa Ave, Mississauga, ON L4X 1K5",,9056151790,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/510892052617257,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"4 Star Automotive Technical Support Inc.","7738 Yonge St, Thornhill, ON L4J 1W2",,9058898200,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Javed Auto Ninty Six Arrow Road","96 Arrow Rd, North York, ON M9M 2L8",,4164018887,,4.4,31,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/724026597769148,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Legacy Auto Repair","5890 Dixie Rd, Mississauga, ON L4W 1E9",,9055640031,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/214306545779042,,https://www.linkedin.com/company/gyi,,,"Car Repair & Service",yellowpages-ca,,0,0
,"Riteway Technology Inc","501 Alliance Ave, York, ON M6N 2J1",,4166375005,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,http://www.facebook.com/160395104719744,,https://www.linkedin.com/company/gyi,,,"Auto Repair Garages",yellowpages-ca,,0,0
,"Master Techs","East York, ON M4C 2L8, East York, ON M4C 2L8, Canada",,6474740150,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Autowerkstatt,Ölwechselstationen,Autoaufbereitung",yelp,,0,0
